@relation 'eisen0.names'

@attribute alpha_0                                 numeric
@attribute alpha_7                                 numeric
@attribute alpha_14                                numeric
@attribute alpha_21                                numeric
@attribute alpha_28                                numeric
@attribute alpha_35                                numeric
@attribute alpha_42                                numeric
@attribute alpha_49                                numeric
@attribute alpha_56                                numeric
@attribute alpha_63                                numeric
@attribute alpha_70                                numeric
@attribute alpha_77                                numeric
@attribute alpha_84                                numeric
@attribute alpha_91                                numeric
@attribute alpha_98                                numeric
@attribute alpha_105                               numeric
@attribute alpha_112                               numeric
@attribute alpha_119                               numeric
@attribute elu_0                                   numeric
@attribute elu_30                                  numeric
@attribute elu_60                                  numeric
@attribute elu_90                                  numeric
@attribute elu_120                                 numeric
@attribute elu_150                                 numeric
@attribute elu_180                                 numeric
@attribute elu_210                                 numeric
@attribute elu_240                                 numeric
@attribute elu_270                                 numeric
@attribute elu_300                                 numeric
@attribute elu_330                                 numeric
@attribute elu_360                                 numeric
@attribute elu_390                                 numeric
@attribute cdc15_10                                numeric
@attribute cdc15_30                                numeric
@attribute cdc15_50                                numeric
@attribute cdc15_70                                numeric
@attribute cdc15_90                                numeric
@attribute cdc15_110                               numeric
@attribute cdc15_130                               numeric
@attribute cdc15_150                               numeric
@attribute cdc15_170                               numeric
@attribute cdc15_190                               numeric
@attribute cdc15_210                               numeric
@attribute cdc15_230                               numeric
@attribute cdc15_250                               numeric
@attribute cdc15_270                               numeric
@attribute cdc15_290                               numeric
@attribute spo_0                                   numeric
@attribute spo_2                                   numeric
@attribute spo_5                                   numeric
@attribute spo_7                                   numeric
@attribute spo_9                                   numeric
@attribute spo_11                                  numeric
@attribute spo5_2                                  numeric
@attribute spo5_7                                  numeric
@attribute spo5_11                                 numeric
@attribute spo__early                              numeric
@attribute spo__mid                                numeric
@attribute heat_0                                  numeric
@attribute heat_10                                 numeric
@attribute heat_20                                 numeric
@attribute heat_40                                 numeric
@attribute heat_80                                 numeric
@attribute heat_160                                numeric
@attribute dtt_15                                  numeric
@attribute dtt_30                                  numeric
@attribute dtt_60                                  numeric
@attribute dtt_120                                 numeric
@attribute cold_0                                  numeric
@attribute cold_20                                 numeric
@attribute cold_40                                 numeric
@attribute cold_160                                numeric
@attribute diau_540                                numeric
@attribute diau_660                                numeric
@attribute diau_780                                numeric
@attribute diau_900                                numeric
@attribute diau_1020                               numeric
@attribute diau_1140                               numeric
@attribute diau_1260                               numeric
@attribute class {R.14.04,R.11.02.03.04,R.43.01.03.05,R.42.01,R.20.09.07,R.01.05.25,R.16.01,R.01.06.02.01,R.01.04,R.20.01.15,R.12.01.01,R.01.05,R.34.01.01.01,R.14.07,R.01.07.01,R.42.16,R.11.02.03.01,R.32.01.01,R.11.04.03.01,R.14.10,R.34.11.03.07,R.11.06.02,R.16.03.03,R.16.19.03,R.11.04.01,R.20.09.18,R.20.03,R.14.13.01.01,R.11.04.03.05,R.14.07.05,R.10.01.05.01,R.10.03.01,R.18.02.01,R.42.04.05,R.16.03.01,R.01.06,R.10.03.02,R.10.01.03,R.01.06.05,R.01.05.09.07,R.14.07.02,R.01.01.06.06.01.03,R.20.01.03,R.01.01.09.06.01,R.10.03.01.03,R.14.07.02.02,R.42.04,R.20.01.01.01,R.99,R.20.09.04,R.01.02.07,R.32.07,R.01.03.01,R.16.21.07,R.14.07.11,R.02.01,R.01.01.06.05,R.20.01.13,R.10.01.09.05,R.01.06.06.11,R.20.09.07.03,R.14.01,R.01.05.02.07,R.01.04.04,R.42.19,R.02.13,R.20.09.13,R.14.13.01,R.42.04.03,R.02.13.03,R.12.07,R.32.01,R.01.03.04,R.40.01,R.01.03.01.03,R.12.04.01,R.12.10,R.14.07.04,R.02.16.01,R.20.01.07,R.01.05.06.07,R.12.04.03,R.10.01.05.03,R.12,R.11.04.03.03,R.11.02.03.01.04,R.11.04.02,R.14.07.09,R.20.01.10,R.01.02,R.20.09.01,R.01.01.09.04,R.20.09.16,R.32.01.03,R.10.01.05.03.01,R.01.03.04.03,R.01.20.15,R.01.01.11.03.01,R.01.01.09.04.01,R.10.03.01.01.09,R.12.01,R.12.04.02,R.01.01,R.01.01.03.02.01,R.01.01.09.07.01,R.01.06.02.02,R.43.01.03.09,R.10.01.03.05,R.01.06.06,R.32.05.01.03.03,R.20.01.01.01.01,R.10.03.01.01.11,R.01.07,R.11.02.03.04.03,R.20.01.03.01,R.01.01.11.04.01,R.02.19,R.01.01.03.05.01,R.14.13.04,R.01.02.02.09,R.11.02.03.01.01,R.20.01.21,R.01.06.10,R.01.01.06.02.01,R.10.03.03,R.20.01.17,R.01.03.01.01,R.01.03.16.01,R.01.01.13,R.01.01.06.05.01,R.32.01.09,R.32,R.01.03.10,R.20.09.18.09.01,R.01.01.09.02,R.11.02.03.04.01,R.20.01.03.03,R.16.07,R.01.01.06.05.01.01,R.38,R.01.01.09.03.01,R.20.01.01.07.07,R.01.01.03.03.01}
@data
-0.4,-0.49,-0.32,-0.29,-0.2,-0.34,-0.09,-0.14,-0.23,-0.36,-0.47,-0.34,-0.27,-0.51,-0.04,-0.32,-0.14,0.21,-0.42,-0.84,-0.18,-0.49,0.29,0.53,-0.17,0.15,0.21,-0.09,-0.1,-0.14,-0.25,-0.2,-0.14,-0.07,0.29,0.28,0.18,-0.45,-0.27,-0.14,0.18,0.41,0.12,-0.04,0.31,0.14,0.38,-0.22,0.32,-0.15,0.04,-0.34,-0.238906,0.25,-0.0966667,-0.97,0.14,0.71,-0.36,-0.51,-0.6,-0.17,-0.38,-0.42,0.54,-0.07,-0.34,-0.27,-0.51,0.39,-0.29,-0.47,0.07,0.25,0.26,-0.2,-0.2,0.16,0.11,R.14.10
-0.17,-0.54,-0.86,-0.32,-0.67,0.01,-0.07,-0.1,-0.07,-0.23,-0.34,-0.29,-0.22,-0.22,-0.47,-0.34,-0.22,0.03,-0.69,-0.18,-0.29,0.0531034,0.32,0.26,0.04,0.04,-0.15,0.21,0.1,-0.15,-0.01,-0.04,0.4,0.68,0.37,0.1,0.06,0.21,-0.04,0.08,1.38,0.12,0.08,0.68,-0.32,-0.38,-0.23,-0.1,0.11,0.39,0.14,-0.12,0.18,-0.54,-0.4,-0.6,-0.2,0.06,-0.34,-1.51,-0.79,-1.22,-0.67,-0.64,-0.22,0.11,-0.79,-0.92,-0.54,-0.71,-0.64,-0.25,0.29,0.1,0.31,-0.29,-0.3,-0.17,-0.62,R.16.03.01
-0.09,0.11,-0.6,-0.1,-0.34,-0.06,-0.22,-0.1,-0.01,0.14,-0.25,0.07,-0.03,-0.34,0.01,-0.23,0.12,-0.03,-0.29,-0.1,0.11,-0.07,0.45,0.42,-0.03,0.1,-0.15,0.24,0.4,0.07,-0.23,0.19,0.38,0.32,0.2,-0.32,0.15,0.08,0.04,0.19,-0.23,-0.27,-0.07,-0.62,-0.03,-0.12,-0.09,0.03,0.28,0.41,0.03,-0.12,-0.4,-0.23,-0.51,-1.4,0.21,0.77,-0.29,-0.94,-0.86,-1.09,-0.71,-0.17,0.2,-0.38,-0.03,-0.18,-0.47,-0.23,-0.67,-0.15,0.07,0.2,0.5,-0.163629,-0.07,-0.2,-1.36,R.14.04
0.1,-0.47,-0.15,-0.23,0.15,-0.22,0.29,-0.03,0.1,-0.47,0.04,-0.110196,-0.01,-0.3,0.19,-0.18,0.04,-0.25,0.19,0.31,-0.27,-0.03,0.1,0.01,0.12,0.24,0.12,-0.01,0.14,0.36,0.04,0.06,0.04,0.03,-0.03,-0.06,-0.336359,-0.06,0.18,-0.14,-0.51,0.16,0.04,0.19,0.58,0.15,0.19,-0.27,0.34,0.75,0.25,-0.14,-0.2,-0.38,-0.6,-0.79,0.5,0.99,-0.56,-1.29,-0.76,-0.64,-0.64,-0.47,-0.3,-0.06,-0.22,-0.69,-0.1,-0.71,-0.58,-0.0197561,0.37,0.52,0.44,-0.03,-0.14,0.21,-0.6,R.16.01
-0.17,-0.34,-0.36,-0.18,-0.4,-0.0838148,-0.22,-0.07,0.03,-0.25,-0.3,-0.38,-0.15,-0.22,-0.18,0.18,-0.32,-0.15,-0.49,-0.23,-0.179355,-0.2,-0.01,-0.1,-0.15,0.06,0.01,-0.0824188,-0.15,0.03,-0.15,-0.14,-0.17,0.07,0.16,-0.15,-0.17,0.1,-0.4,0.07,0.41,-0.17,-0.45,-0.17,-0.32,-0.67,-0.29,-0.2,0.16,0.19,-0.27,-0.74,-0.34,-0.14,-0.58,-0.34,0.31,0.93,-0.07,-0.79,-0.74,-0.3,-0.36,0.12,-0.34,-0.29,-0.23,-0.71,-0.01,0.01,-0.09,0.0673022,0.18,0.21,0.51,-0.06,-0.34,-0.12,-0.6,R.11.02.03.04
-0.22,-0.49,-0.3,-0.22,-0.29,-0.47,-0.04,-0.56,-0.4,-0.157778,-0.18,-0.1,-0.17,-0.38,-0.34,-0.27,-0.34,-0.22,-0.15,-0.6,-0.07,-0.47,-0.25,-0.17,-0.4,0.03,0.04,0.03,-0.0461111,-0.12,-0.23,0.25,-0.81,-0.56,-0.18,-0.79,-0.58,-0.3,-0.12,-0.23,-0.51,-0.79,-0.54,-0.54,-0.06,-0.27,-0.38,-0.27,0.18,0.16,-0.03,-0.34,-0.22,0.5,-0.32,-0.47,0.82,0.1,-0.54,-0.14,-0.01,-0.15,-0.17,-0.79,-0.38,-0.38,-0.43,-0.54,-0.23,0.3,-0.81,-1.03,-0.14,-0.32,-0.18,-0.32,-0.49,0.03,-0.27,R.01.06
-0.51,-0.54,-0.71,-0.51,-0.54,-0.34,-0.2,-0.22,-0.32,-0.67,-0.84,-0.58,-0.1,-0.256402,-0.71,-0.56,-0.62,-0.45,-0.17,-0.49,-0.208957,-0.18,-0.23,-0.22,-0.25,-0.2,-0.58,-0.23,-0.06,-0.23,-0.49,-0.25,-0.14,0.07,-0.03,-0.81,-0.43,-0.84,-0.29,0.7,-0.54,-0.89,-0.51,-0.03,-1.22,-0.22,-0.6,-0.42,0.65,0.42,0.5,0.04,-0.06,-0.17,-0.36,-0.79,1.37,0.99,-0.42,-0.04,-0.29,-0.81,-0.69,-0.15,-0.03,0.33,-0.43,-0.58,-0.43,0.2,-1.12,-0.74,-0.17,-0.38,-0.25,-0.18,-0.2,-0.01,-0.6,R.01.04
-0.32,-0.62,-0.06,-0.138347,0.12,0.08,-0.06,-0.2,-0.14,-0.29,0.18,-0.01,-0.14,-0.3212,-0.18,-0.18,0.16,-0.38,0.48,-0.3,-0.3,-0.23,-0.12,-0.43,-0.29,-0.51,-0.67,-0.64,-0.29,-0.56,-0.74,-0.67,-0.18,-0.32,-0.34,-0.54,-0.27,-0.2,-0.2,0.55,-0.29,-0.45,-0.69,-0.03,-0.18,-0.4,-0.56,-0.25,-0.34,-0.1,-0.47,-0.76,-0.92,-0.17,-0.43,-0.27,-0.22,-0.03,-0.4,-0.42,-0.07,-0.81,-0.06,-0.71,-0.56,-0.51,-0.51,-0.42,-0.12,-0.04,-0.56,-0.49,0.1,0.25,0.3,-0.07,0.04,0.12,-0.6,R.14.04
-0.3,-0.4,-0.04,0.31,0.15,-0.12,0.16,-0.4,-0.14,-0.1,-0.18,-0.2,0.31,-0.29,-0.14,-0.22,-0.22,-0.32,-1.4,-0.34,-0.71,-0.6,-0.22,-0.12,-0.22,-0.12,-0.03,-0.07,-0.01,-0.51,-0.23,-0.14,-0.76,-0.54,-0.29,-0.22,-0.36,-0.64,-0.58,-0.27,-0.51,-0.36,-0.67,-1.12,-0.54,-0.71,-0.45,-0.09,-0.22,-0.84,-0.38,-0.04,-0.86,0.53,-0.4,-0.12,0.48,0.04,-0.12,-0.79,-0.6,-0.97,-0.49,-0.42,-0.14,-0.47,-0.79,-0.69,-0.25,0.03,-1.03,-1.15,-0.23,-0.09,0.36,-0.32,-0.56,-0.07,0.04,R.14.04
-0.32,0.01,-0.81,-0.143016,-0.49,-0.01,-0.1,-0.2,-0.14,-0.36,-0.43,-0.43,-0.1,-0.64,-0.84,-0.06,-0.3,-0.4,-0.01,-0.09,-0.29,-0.06,-0.07,0.58,0.12,-0.09,-0.64,-0.38,0.34,-0.45,-0.64,-0.29,-1.06,0.2,-0.0670769,-0.18,-0.34,-0.23,-0.25,-0.06,-0.01,-0.69,-0.47,0.16,-0.29,-0.45,-0.32,-0.51,-0.22,-0.36,-0.22,-0.27,-0.38,0.16,-0.34,-0.36,-0.09,0.06,-0.4,-1.03,-0.62,-0.67,-0.09,-0.29,-0.29,-0.01,-0.76,-0.81,-0.69,0.26,-0.79,-0.84,-0.04,-0.38,-0.09,-0.54,-0.56,-0.27,-0.54,R.14.10
-0.27,-0.38,-0.03,-0.62,-0.25,-0.49,-0.14,-0.49,-0.3,-0.22,-0.29,-0.32,-0.23,-0.45,-0.3,-0.47,-0.09,-0.38,-0.06,-0.69,-0.45,-0.45,-0.15,-0.23,-0.47,-0.14,-0.17,-0.32,-0.45,-0.25,-0.04,-0.25,0.54,0.5,0.28,-0.1,-0.14,-0.22,0.18,0.04,0.0233333,-0.06,-0.171471,-0.47,0.25,-0.174118,0.2,-0.09,-0.16,-0.09,-0.34,-0.74,-0.49,0.19,-0.69,-0.74,-0.188182,0.39,-0.76,-0.64,-0.79,-0.89,-0.38,-0.74,-0.29,-0.276061,-0.4,-0.71,-0.74,-0.47,-1.09,-1.22,0.06,0.19,0.4,-0.1,-0.03,0.45,-0.22,R.11.02.03.01
-0.22,-0.67,-0.29,-0.32,-0.23,-0.56,-0.06,-0.4,-0.12,-0.4,-0.27,-0.32,-0.1,-0.64,-0.15,-0.54,-0.03,-0.38,-0.23,-0.56,-0.76,-0.42,-0.36,-0.34,-0.49,-0.32,-0.14,-0.22,0.04,-0.1,-0.36,-0.29,-0.03,0.2,-0.03,-0.54,-0.32,-0.18,-0.3,0.57,-0.09,-0.14,-0.71,0.48,-0.18,-0.09,-0.27,-0.51,0.23,0.26,-0.04,-0.27,-0.4,-0.06,-0.56,-0.58,0.63,0.582154,-0.64,-1.15,-0.86,-0.79,-0.34,-0.67,-0.22,0.01,-0.4,-0.42,-0.4,-0.27,-0.6,-0.97,-0.43,0.36,0.42,-0.09,0.5,0.61,-0.14,R.10.01.05.01
-0.29,-0.84,-0.43,-0.226667,-0.07,-0.42,0.08,-0.25,0.01,-0.15,-0.2,-0.29,-0.04,-0.56,-0.18,-0.43,-0.07,-0.0458621,-0.64,-0.54,-0.42,-0.6,0.15,-0.07,-0.34,-0.18,-0.1,-0.25,-0.2,-0.23,-0.62,-0.34,0.32,0.24,0.14,-0.224138,0.11,0.01,-0.03,-0.45,-0.1,-0.03,0.06,-1,-0.07,-0.25,-0.01,-0.36,0.07,-0.06,-0.501071,-0.27,-0.36,-0.15,-0.62,-1,0.33,0.3,-0.34,-1.36,-0.6,-0.49,-0.34,-0.17,-0.12,-0.45,-0.45,-0.71,-0.64,-0.2,-0.45,-0.6,-0.29,0.07,0.19,-0.36,-0.56,0.14,-0.45,R.16.03.01
0.11,0.07,0.11,-0.17,0.07,0.12,0.25,-0.06,-0.07,-0.03,-0.25,-0.27,-0.07,-0.38,-0.22,-0.34,0.04,0.6,-0.62,-0.15,-0.29,0.28,0.36,0.23,0.03,-0.25,-0.18,-0.34,-0.23,-0.43,-0.56,-0.27,0.08,0.03,0.31,0.26,0.34,0.18,0.14,-0.03,-0.22,0.12,0.16,-0.84,-0.07,-0.2,0.03,-0.79,-0.0762409,-0.27,-0.25,-0.67,-0.64,-0.18,-0.47,-1.03,0.19,0.54,-0.23,-0.76,-0.36,-0.64,-0.07,-0.3,0.32,-0.38,-0.36,-0.51,-0.74,-0.12,-0.54,-0.2,-0.14,0.11,0.28,-0.27,-0.3,0.03,-0.71,R.11.02.03.04
-0.36,0.14,-0.3,-0.18,0.06,-0.17,0.37,-0.09,0.03,-0.36,-0.23,-0.42,-0.06,-0.42,0.11,-0.2,0.08,-0.51,-0.54,-0.6,-0.71,-0.79,-0.43,-0.4,-0.14,-0.14,-0.2,-0.17,-0.56,-0.25,-0.3,-0.49,0.07,-0.12,0.1,0.18,0.32,-0.139032,0.06,0.1,-0.06,0.28,-0.17856,-0.64,-0.32,-0.38,-0.29,-0.51,0.16,0.34,-0.23,-0.51,-0.27,-0.27,-0.74,-0.89,0.39,0.33,-0.67,-0.79,-0.49,-0.69,0.04,-0.51,-0.2,-0.89,-0.49,-0.6,-0.4,-0.71,-0.64,-0.25,0.16,0.12,0.19,-0.36,-0.18,-0.32,-0.92,R.14.04
-0.06,-0.04,-0.29,-0.25,-0.22,-0.27,-0.22,-0.2,-0.06,-0.29,-0.06,-0.22,-0.22,-0.12,-0.01,0.46,-0.27,-0.15,0.45,-0.6,-0.204384,-0.34,-0.58,-0.22,-0.4,-0.47,-0.27,-0.32,-0.47,-0.03,-0.43,-0.42,-0.03,-0.07,-0.3,-0.18,-0.27,-0.14,-0.07,0.08,-0.1,-0.3,-0.32,-0.23,0.03,0.1,-0.15,-0.07,-0.09,-0.36,-0.86,-1.32,-0.86,-0.04,-0.74,-0.69,-0.22,0.24,-0.04,-0.15,0.0966169,-0.12,-0.29,0.41,-0.32,-0.06,-0.69,-0.58,-0.27,-0.06,-0.4,-0.45,0.31,0.28,0.2,0.03,-0.47,0.08,-0.17,R.16.01
-0.17,0.41,-0.04,-0.23,0.12,0.25,0.03,-0.12,0.07,-0.119713,0.23,-0.36,-0.23,-0.4,0.15,0.15,0.19,-0.36,-0.04,-0.51,-0.69,-0.47,-0.36,-0.67,-0.58,-0.36,-0.32,-0.42,-0.42,-0.29,-0.12,-0.45,-0.29,-0.23,-0.32,-0.2,-0.25,-0.17,-0.17,-0.49,-0.4,-0.18,-0.23,-0.27,0.21,-0.09,-0.01,-0.29,-0.06,-0.27,-0.38,-0.56,-0.51,0.03,-0.32,-0.4,-0.49,-0.47,-0.67,-0.18,-0.15,0.42,-0.2,-0.71,-0.38,-0.34,-0.14,-0.27,0.08,-0.43,-0.79,-0.18,-0.04,-0.15,0.45,-0.17,0.06,0.2,0.19,R.11.02.03.04
-0.32,-0.45,-0.43,-0.49,-0.3,-0.45,-0.32,-0.25,-0.27,-0.36,-0.34,-0.38,-0.23,-0.62,-0.36,-0.32,-0.2,-0.01,0.2,-0.81,-0.29,-0.36,-0.38,-0.54,-0.62,-0.47,-0.09,0.06,-0.64,-0.03,-0.07,-0.23,-0.17,-0.01,-0.04,-0.32,-0.18,-0.49,-0.27,-0.6,-0.07,-0.79,-0.47,0.15,-0.06,-0.32,-0.54,-0.34,-0.0919108,-0.09,-0.76,-0.86,-0.74,-0.29,-0.79,-0.6,0.12,-0.14,-0.45,-0.25,-0.25,0.44,0.18,0.04,-0.74,-0.69,-0.29,-0.6,0.04,0.14,-0.6,-0.97,-0.1,0.14,0.33,-0.124847,0.03,0.23,0.37,R.01.04
-0.1,-0.74,-0.29,-0.47,-0.09,-0.25,0.14,-0.29,-0.07,-0.1,-0.36,-0.15,0.07,-0.34,-0.1,-0.22,0.1,-0.25,0.1,-0.45,-0.47,-0.04,-0.34,-0.69,-0.2,-0.22,0.06,-0.0457831,-0.36,0.11,-0.09,0.21,-0.62,-0.54,-0.2,0.1,0.15,0.01,-0.15,-0.15,-0.49,0.14,-0.0608537,-0.86,-0.217108,-0.15,-0.14,-0.49,-0.04,-0.29,-0.51,-0.69,-0.79,0.03,-0.81,-0.86,0.98,0.72,-0.64,0.08,-0.47,-0.43,-0.1,-0.76,-0.29,-0.6,-0.07,-0.56,0.11,-0.36,-0.23,-0.47,0.03,0.12,-0.25,-0.42,-0.51,0.24,-0.29,R.42.01
-0.25,-0.51,-0.25,-0.42,0.12,-0.06,0.41,-0.07,-0.03,-0.3,-0.22,-0.36,-0.09,-0.36,0.18,-0.03,0.04,-0.25,-0.42,-0.29,-0.49,-0.4,-0.42,-0.07,-0.23,-0.03,-0.09,-0.22,-0.09,-0.09,-0.2,-0.4,0.2,-0.04,0.11,-0.42,-0.54,-0.42,0.53,0.62,-0.4,-1.47,-0.42,0.38,-0.94,0.21,-0.38,-0.51,0.24,0.04,-0.36,-0.76,-0.62,0.11,-0.69,-0.81,0.2,0.36,-0.1,-0.43,-0.32,-0.47,0.12,0.21,0.06,-0.4,-0.25,-0.18,-0.04,-0.12,-0.12,-0.27,-0.18,-0.07,-0.34,-0.56,-0.14,-0.71,-0.4,R.42.01
-0.2,-0.32,-0.27,-0.36,-0.32,-0.36,-0.17,-0.49,-0.15,-0.18,-0.38,-0.1,-0.25,-0.45,-0.64,-0.38,-0.45,-0.36,0.12,-0.32,-1,-0.18303,-0.22,-0.1,-0.43,0.15,-0.04,0.01,0.15,0.03,-0.181765,-0.14,-0.17,0.14,-0.06,0.15,-0.79,-0.45,-0.45,0.37,-0.01,-0.4,-0.23,0.42,-0.34,0.21,-0.47,-0.18,-1.03,-0.45,-0.4,-0.2,-0.36,0.18,-0.06,-0.64,-0.64,-0.43,-0.45,-0.15,-0.54,-0.45,-0.56,-0.45,0.21,-0.14,-0.01,0.01,-0.32,0.3,-0.56,-0.07,-0.06,-0.22,-0.12,-0.38,-0.43,-0.23,-0.69,R.11.02.03.01
-0.29,-0.34,0.12,-0.138347,0.25,-0.18,0.07,-0.42,-0.3,-0.23,-0.38,0.23,0.07,-0.27,-0.25,0.03,-0.18,-0.15,-0.34,-0.15,-0.38,-0.4,-0.38,-0.27,-0.34,0.1,0.15,-0.101774,-0.25,0.01,0.1,-0.09,-0.22,-0.23,-0.18,-0.3,-0.18,-0.07,-0.117661,-0.25,0.01,-0.32,-0.15,-0.4,-0.1,-0.22,-0.34,-0.27,-0.2,-0.2,-0.12,-0.6,-0.74,-0.3,-0.36,-1.09,0.03,0.23,-0.18,0.25,0.28,-0.25,-0.06,-0.69,-0.15,-0.45,0.38,-0.34,-0.04,-0.15,-0.07,-0.81,0.08,0.03,-0.01,-0.03,0.01,-0.14,-0.42,R.14.04
0.06,-0.43,-0.07,-0.49,-0.04,-0.36,0.3,-0.25,-0.01,-0.14,-0.1,-0.32,-0.04,-0.58,-0.25,-0.29,-0.181818,-0.38,0.53,-0.32,-0.42,-0.62,-0.58,-0.76,-0.56,-0.3,0.06,0.26,-0.54,0.32,0.3,0.04,-0.49,-0.58,-0.43,-0.38,-0.25,-0.23,0.08,0.06,-0.12,0.08,0.25,-0.62,0.33,0.33,0.41,-0.3,0.06,0.3,0.38,-0.22,-0.6,-0.47,-0.12,-1,0.45,1.26,-0.29,-0.38,-0.01,-0.36,-0.1,-1.43,0.16,-0.03,0.15,-0.15,-0.3,-0.58,0.01,-0.97,0.06,-0.14,-0.3,-0.6,-0.25,-0.29,-0.71,R.14.13.01.01
-2.12,-2.25,-1.64,-0.3,1.2,0.6,0.38,0.71,-0.71,-1.09,-1.43,-0.4,0.65,1.01,0.93,0.26,0.04,-0.51,-0.36,-1.32,-1.18,-0.43,0.1,1.12,1.07,1.08,1.04,0.78,0.25,0.8,0.06,-0.2,-0.79,-0.81,1.81,1.56,-0.01,-0.94,-0.81,1.12,1.82,1.13,0.23,-0.71,-0.14,0.16,0.69,0.18,0.46,0.32,0.25,-0.45,-0.49,0.5,-0.166137,-1.12,1.44,-0.36,-0.27,-0.49,-1.18,-2.06,-0.64,-0.97,0.4,0.03,-0.346643,-0.36,-0.23,-0.14,-0.3,-0.69,0.46,0.37,0.49,0.1,0.34,1.01,-0.09,R.11.02.03.04
-2.84,-3.18,-1.94,-0.64,1.04,1.17,0.2,0.48,-0.79,-0.81,-1.22,-0.49,0.5,0.53,0.88,0.19,-0.4,-0.74,-2.12,-2.25,-1.94,-1.43,-0.47,-0.15,0.6,0.64,0.46,0.07,-0.27,0.08,-0.49,-1.25,-0.34,-0.84,1.71,1.5,-0.1,-1.32,-0.81,1.38,2,1.29,0.23,-0.3,0.03,0.48,1.21,0.11,0.55,0.53,0.25,-0.15,-0.76,0.12,0.04,-1.06,1.61,-0.1,-0.25,-0.92,-1.69,-2.25,-0.86,-0.94,0.32,0.4,-0.2,-0.56,-0.04,-0.22,-0.76,-1.56,0.06,-0.01,0.2,-0.14,0.34,-0.29,-0.51,R.11.02.03.04
-2,-2.84,-1.94,-0.81,0.86,0.64,0.58,-0.45,-0.71,-1.36,-1.43,-1,0.44,0.61,0.93,0.04,-0.36,-0.89,-1.22,-1.32,-1.29,-1.15,-0.47,0.33,0.76,0.59,0.62,0.23,0.3,0.52,-0.32,-1.03,-1.25,-0.89,1.62,1.8,0.11,-1.47,-0.76,1.3,1.86,1.29,0.2,-1,-0.67,-0.17,0.45,-0.25,0.15,-0.1,-0.38,-1,-1.56,0.29,-0.29,-1.56,0.77,-1,-0.34,-0.84,-2.18,-2.74,-0.86,-1.18,0.19,-0.09,-0.38,-1.06,0.24,-0.38,-0.67,-1.47,0.26,0.48,0.62,0.31,0.46,0.03,-0.67,R.11.02.03.04
-2.47,-2.4,-2.06,-0.62,0.8,0.28,0.43,0.2,-0.74,-1.18,-1.51,-0.43,0.46,0.89,0.87,0.88,-0.25,-0.42,-1.84,-1.43,-1.32,-0.79,-0.1,0.51,0.97,0.68,0.66,0.21,0.33,0.38,-0.34,-0.86,-0.12,-1.4,1.23,0.85,-0.69,-1.84,-1.4,0.93,1.38,0.36,-0.47,0.46,-0.92,-0.6,-0.150036,0.39,0.71,0.74,0.25,-0.29,-0.45,0.58,-0.01,-0.84,1.83,0.12,-0.2,-0.23,-1.36,-1.94,-0.07,-0.54,0.23,-0.4,0.04,-0.84,0.08,0.07,-1.29,-0.84,0.34,0.32,0.1,-0.09,-0.326667,0.04,-0.58,R.11.02.03.04
-0.29,-0.36,-0.36,0.01,-0.3,-0.17,-0.09,-0.34,-0.25,-0.06,-0.1,-0.2,-0.23,-0.15,-0.47,-0.0680198,-0.3,0.03,-0.03,0.06,-0.18,0.11,-0.06,0.07,-0.01,0.06,0.12,-0.03,0.06,-0.25,0.21,-0.01,-0.14,-0.152098,-0.14,-0.230777,-0.09,-0.1,-0.12,-0.4,-0.22,-0.06,-0.27,-0.32,-0.07,-0.29,-0.29,0.06,-0.38,-0.29,-0.25,-0.34,-0.36,-0.29,-0.1,-0.29,0.66,1.03,-0.15,-0.1,-0.18,-0.32,0.06,-0.29,-0.4,-0.15,-0.15,-0.27,-0.22,0.14,-0.09,-0.23,-0.62,-0.17,0.11,-0.47,-0.69,0.2,-0.17,R.16.01
-0.56,-0.17,-0.67,-0.56,-0.84,-0.07,-0.3,-0.4,-0.29,-0.15,-0.76,-0.14,-0.4,-0.6,-0.71,-0.4,-0.51,-0.27,0.36,-0.25,0.11,-0.25,-0.42,-0.23,-0.36,-0.38,-0.43,-0.47,0.01,-0.32,-0.56,0.03,-0.106643,-0.07,-0.17,-0.06,-0.76,-0.47,-0.49,-0.29,-0.27,-0.67,-0.47,0.24,-0.18,-0.42,-0.86,-0.34,-0.38,-0.06,-0.03,0.15,-0.18,-0.25,0.07,-0.2,0.01,0.82,-0.14,0.14,0.07,-0.3,-0.71,-0.58,-0.06,0.58,0.23,-0.51,-0.6,0.34,-0.4,-0.67,-0.17,-0.36,-0.3,-0.25,-0.42,0.37,0.2,R.11.02.03.04
-0.43,-0.1,-0.42,-0.22,-0.36,0.03,-0.34,0.04,0.1,0.07,-0.12,-0.29,-0.29,-0.27,-0.42,-0.01,-0.15,-0.04,-0.14,-0.17,0.29,-0.49,-0.09,-0.09,-0.14,-0.18,-0.3,-0.09,-0.04,-0.34,-0.49,0.04,0.07,0.01,0.1,-0.09,-0.18,-0.2,-0.25,-0.38,-0.23,-0.15,-0.25,0.59,-0.1,-0.32,-0.12,0.08,-0.07,0.07,0.29,0.08,-0.27,-0.64,-0.166137,-0.62,0.11,0.21,-0.14,0.53,0.16,-0.62,-0.27,-0.42,-0.291083,-0.22,-0.14,-0.09,-0.4,0.21,-0.3,-0.32,-0.1,0.28,0.18,-0.1,-0.32,0.07,-0.43,R.11.02.03.04
